add.d:01000110001[f3][f2][f1]000000:f,f,f:0
abs.d:0100011000100000[f2][f1]000101:f,f:0
c.f.d:01000110001[f2][f1][u1]00110000:u,f,f:3
c.un.d:01000110001[f2][f1][u1]00110001:u,f,f:3
c.eq.d:01000110001[f2][f1][u1]00110010:u,f,f:3
c.ueq.d:01000110001[f2][f1][u1]00110011:u,f,f:3
c.olt.d:01000110001[f2][f1][u1]00110100:u,f,f:3
c.ult.d:01000110001[f2][f1][u1]00110101:u,f,f:3
c.ole.d:01000110001[f2][f1][u1]00110110:u,f,f:3
c.ule.d:01000110001[f2][f1][u1]00110111:u,f,f:3
c.sf.d:01000110001[f2][f1][u1]00111000:u,f,f:3
c.ngle.d:01000110001[f2][f1][u1]00111001:u,f,f:3
c.seq.d:01000110001[f2][f1][u1]00111010:u,f,f:3
c.ngl.d:01000110001[f2][f1][u1]00111011:u,f,f:3
c.lt.d:01000110001[f2][f1][u1]00111100:u,f,f:3
c.nge.d:01000110001[f2][f1][u1]00111101:u,f,f:3
c.le.d:01000110001[f2][f1][u1]00111110:u,f,f:3
c.ngt.d:01000110001[f2][f1][u1]00111111:u,f,f:3
ceil.w.d:0100011000100000[f2][f1]001110:f,f:0
cvt.s.d:0100011000100000[f2][f1]100000:f,f:0
cvt.d.s:0100011000000000[f2][f1]100001:f,f:0
cvt.d.w:0100011010000000[f2][f1]100001:f,f:0
cvt.w.d:0100011000100000[f2][f1]100100:f,f:0
div.d:01000110001[f3][f2][f1]000011:f,f,f:0
floor.w.d:0100011000100000[f2][f1]001111:f,f:0
mov.d:0100011000100000[f2][f1]000110:f,f:0
movf.d:01000110001[u1]00[f2][f1]010001:f,f,u:3
movn.d:01000110001[r3][f2][f1]010011:f,f,r:0
movt.d:01000110001[u1]01[f2][f1]010001:f,f,u:3
movz.d:01000110001[r3][f2][f1]010010:f,f,r:0
mul.d:01000110001[f3][f2][f1]000010:f,f,f:0
neg.d:0100011000100000[f2][f1]000111:f,f:0
round.w.d:0100011000100000[f2][f1]001100:f,f:0
sqrt.d:0100011000100000[f2][f1]000100:f,f:0
trunc.w.d:0100011000100000[f2][f1]001101:f,f:0
sub.d:01000110001[f3][f2][f1]000001:f,f,f:0
